,vid,title,description,thumbnail,view_counts
29,YLEIO0mfU6A,THIS IS BUTTER!! #shortsvideo #chef #foodie #cooking #recipe #foodie,,https://i.ytimg.com/vi/YLEIO0mfU6A/default.jpg,11217584
30,UpFksUGfcLQ,Kyrie &amp; Luka cooking up 🔥 #shorts,"SUBSCRIBE, LIKE & COMMENT! ---- TikTok: https://bit.ly/3oq16Xu Instagram: https://bit.ly/3sTk5JP Twitter: ...",https://i.ytimg.com/vi/UpFksUGfcLQ/default.jpg,347228
31,Fb4Wi3KFoJM,Most-SHOCKING Moments | Worst Cooks in America | Food Network,"It wouldn't be #WorstCooks Boot Camp without fire, smoke and at least a few earth-shattering screams! Subscribe ...",https://i.ytimg.com/vi/Fb4Wi3KFoJM/default.jpg,12871704
32,xPCgRsb85wI,Sigma cooking part8 🗿🍷,"NEW VIDEO, ALMOST EVERYDAY!! SUBSCRIBE ME!!",https://i.ytimg.com/vi/xPCgRsb85wI/default.jpg,18658498
33,OMRUIrbZDpM,How To Cook Pasta Properly ( Step by Step Pasta Cooking ),How To Cook Pasta Properly ( Step by Step Pasta Cooking ) Basic Cooking of Spaghetti Pasta or any type of Pasta. See Full ...,https://i.ytimg.com/vi/OMRUIrbZDpM/default.jpg,2003222
34,GslIJnYDeOA,Try this GARLIC HACK for faster cooking,Check out recipes on the blog: https://jeanelleats.com/ #cookinghacks #cookingtips #kitchenhacks #kitchentips #garlic #garlicrice ...,https://i.ytimg.com/vi/GslIJnYDeOA/default.jpg,256434
35,KG4P3vWKxoY,Garlic Butter Steak and Shrimp | Over The Fire Cooking by Derek Wolf,Garlic Butter Steak and Shrimp is the perfect combo! We all love some good surf & turf! Well this Garlic Butter Steak and ...,https://i.ytimg.com/vi/KG4P3vWKxoY/default.jpg,505020
36,sqYa_jJ0Y-I,No flour! Incredibly easy chocolate cheese caket! Melts in your mouth!,No flour! Incredibly easy chocolate cheese caket! Melts in your mouth! Recipe (Ingredients) 400g Cream cheese 50g (4 tbsp) ...,https://i.ytimg.com/vi/sqYa_jJ0Y-I/default.jpg,9184
37,-R9GwZSJwtc,Sigma cooking part4 🗿🍷,"NEW VIDEO, ALMOST EVERYDAY!! SUBSCRIBE ME!!",https://i.ytimg.com/vi/-R9GwZSJwtc/default.jpg,72897263
38,mOy0kO4Y0og,Green Brinjal Curry Recipe | Village Cooking | Side Dish Recipes,,https://i.ytimg.com/vi/mOy0kO4Y0og/default.jpg,35204
39,JvWrzj2se3s,Spicy Diablo Shrimp | Over The Fire Cooking by Derek Wolf,Spicy Diablo Shrimp is two dishes in one! Spicy Diablo Shrimp is a crossover between two of my favorite Mexican dishes.,https://i.ytimg.com/vi/JvWrzj2se3s/default.jpg,75625
40,zTMjucCj590,[SFM] Cooking With G-Man: Headcrab Jambalaya,"G-Man's been a little bored during quarantine, so he's decided to launch a cooking show.... What could go wrong? Thanks to ...",https://i.ytimg.com/vi/zTMjucCj590/default.jpg,1688274
41,xA1FvSH4vOs,Sigma cooking part7 🗿🌭,"NEW VIDEO, ALMOST EVERYDAY!! SUBSCRIBE ME!!",https://i.ytimg.com/vi/xA1FvSH4vOs/default.jpg,10367061
42,uTQ1oCVR74o,The Makanai: Cooking for the Maiko House | Official Trailer | Netflix,"Set in the geisha district of Kyoto, this series follows Sumire, a maiko (apprentice geisha) and Kiyo, a cook at the maiko house ...",https://i.ytimg.com/vi/uTQ1oCVR74o/default.jpg,257751
43,bhIQpeg-HBE,How to cook ramen 😋,koreanfood #ramen.,https://i.ytimg.com/vi/bhIQpeg-HBE/default.jpg,3418473
44,KyF6Q-StSds,Fried rainbow cheese  sandwiches🌈🥪ASMR | MUKBANG | COOKING,PR and Cook at Highball Inc. □TikTok https://www.tiktok.com/@dreadymd □Twitter https://twitter.com/DreadYamada □HighBall's ...,https://i.ytimg.com/vi/KyF6Q-StSds/default.jpg,1929151
45,ZglcXLnXyuA,Cheesy Pancake Stack | Jamie Oliver&#39;s £1 Wonders | #jamieoliver #shorts,"Transform your pancakes into this delicious cheesy meal for less that £1 per portion. This recipe is from Jamie's £1 Wonders, ...",https://i.ytimg.com/vi/ZglcXLnXyuA/default.jpg,21427
46,X1MKDE7b8Lc,DIDN’T FEEL LIKE COOKING DINNER SO THIS IS WHAT I FED MY 6 KIDS,,https://i.ytimg.com/vi/X1MKDE7b8Lc/default.jpg,39928
47,Wp69fXKR0cM,miniVlog 😃 Hotel Style Coconut Chutney🍜😋 #shortsfeed #trending #mini #vlog #tamil #cooking #home,"Hello Home makers...   Vinitha here...! let's celebrate the pride of being a home maker, supermom & a women. The only motto of ...",https://i.ytimg.com/vi/Wp69fXKR0cM/default.jpg,206863
48,XYBBw0431Og,P2 Merecemos un buen hombre ♥️ #cooking  #story #food,,https://i.ytimg.com/vi/XYBBw0431Og/default.jpg,447792
49,pMorI1_U5Zk,Lego Oreo Cheesecake - Lego In Real Life 3 / Stop Motion Cooking &amp; ASMR,"Hello I'm tomosteen. Thanks for watching, if you like it, please ""like"" the video and subscribe! and please let us know what you ...",https://i.ytimg.com/vi/pMorI1_U5Zk/default.jpg,6530528
