,vid,title,description,thumbnail,view_counts
25,gartMjonTXc,Haunted Mansion | Official Teaser Trailer,"Look alive, foolish mortals! We're dying for you to view our teaser trailer and poster for Disney's comically creepy adventure ...",https://i.ytimg.com/vi/gartMjonTXc/default.jpg,4270353
26,lrICJJJM434,As Tartarugas Ninja: Caos Mutante | Teaser Trailer Oficial | LEG | Paramount Pictures Brasil,"Do nosso eterno adolescente Seth Rogen, uma nova geração de heróis vai surgir… diretamente do esgoto. Confira o novo trailer ...",https://i.ytimg.com/vi/lrICJJJM434/default.jpg,21232
27,9Ji5U2sTlLU,Peter Pan &amp; Wendy | Official Teaser Trailer | Disney+,"This year, return to Neverland. ✨ Watch the trailer for #PeterPanAndWendy and stream the movie event April 28 only on ...",https://i.ytimg.com/vi/9Ji5U2sTlLU/default.jpg,2897541
28,_4ggzUElbnE,Rennervations Season 1 Trailer,Check out the new Rennervations Season 1 Trailer starring Jeremy Renner! ▻ Learn more: ...,https://i.ytimg.com/vi/_4ggzUElbnE/default.jpg,4396
29,rjcgp-FxMxk,The Power - Official Trailer | Prime Video,Power Saves. Power Corrupts. Power Liberates. The Power arrives March 31. » SUBSCRIBE: http://bit.ly/PrimeVideoSubscribe ...,https://i.ytimg.com/vi/rjcgp-FxMxk/default.jpg,13337520
30,WdZ-BWWQcWQ,"Operation Fortune (2023) Official Trailer – Jason Statham, Aubrey Plaza, Hugh Grant","Operation Fortune – Only in theaters March 3, 2023. Starring Jason Statham, Aubrey Plaza, Josh Hartnett, Cary Elwes, Bugzy ...",https://i.ytimg.com/vi/WdZ-BWWQcWQ/default.jpg,15216565
31,2_c3PnFj6SY,Haunted Mansion | Official Teaser Trailer,"Home is where the haunt is. Watch the brand-new teaser trailer for #HauntedMansion, appearing only in theatres July 28.",https://i.ytimg.com/vi/2_c3PnFj6SY/default.jpg,323562
32,v2H16EV2sIQ,Tiny Beautiful Things | Official Trailer | Hulu,"Based on the best-selling collection by Cheryl Strayed, Tiny Beautiful Things follows Clare (Kathryn Hahn) a writer who becomes ...",https://i.ytimg.com/vi/v2H16EV2sIQ/default.jpg,4755977
33,hebWYacbdvc,The Flash – Official Trailer,"On June 16, worlds collide. Watch the official trailer now for The Flash – only in theaters. #TheFlashMovie Warner Bros. Pictures ...",https://i.ytimg.com/vi/hebWYacbdvc/default.jpg,14593675
34,Onx7_iRa0Lg,Unstable | Official Trailer | Netflix,"Ellis Dragon (Rob Lowe) is a universally admired, eccentric, narcissist-adjacent biotech entrepreneur working to make the world a ...",https://i.ytimg.com/vi/Onx7_iRa0Lg/default.jpg,2456395
35,FFyXgVKfwXs,"DIE HART 2 Trailer (2023) John Cena, Kevin Hart","DIE HART 2 Trailer (2023) Die Harter, John Cena, Kevin Hart, Nathalie Emmanuel, Comedy © 2023 - The Roku Channel.",https://i.ytimg.com/vi/FFyXgVKfwXs/default.jpg,2178848
36,N_yfmHCkSB0,Boston Strangler | Official Trailer | Hulu,"Keira Knightley and Carrie Coon star in the true-crime thriller Boston Strangler, streaming March 17 on Hulu. “Boston Strangler” ...",https://i.ytimg.com/vi/N_yfmHCkSB0/default.jpg,1758037
37,j45r4UNw6PE,Haunted Mansion Official Teaser Trailer,The 'Haunted Mansion's undead exited the turnstiles and found new life outside the Happiest Place on Earth. Inspired by the ...,https://i.ytimg.com/vi/j45r4UNw6PE/default.jpg,80673
38,5hvmwkvtNy8,Tiny Beautiful Things Season 1 Trailer,Check out the new Tiny Beautiful Things Season 1 Trailer starring Kathryn Hahn! ▻ Learn more: ...,https://i.ytimg.com/vi/5hvmwkvtNy8/default.jpg,3938
39,9vwaD9cHLNw,The Flash – Official Trailer,"On June 16, worlds collide. Watch the official trailer now for The Flash – only in theaters. #TheFlashMovie Warner Bros. Pictures ...",https://i.ytimg.com/vi/9vwaD9cHLNw/default.jpg,6846230
40,PWCGoGdkM7I,CHILDREN OF THE CORN (2023) Official Red Band Trailer,"ONLY IN THEATERS MARCH 3 Pre-Order Tickets: https://childrenofthecorn.official.film/buy-tickets Starring Elena Kampouris, Kate ...",https://i.ytimg.com/vi/PWCGoGdkM7I/default.jpg,2203895
41,yjRHZEUamCc,"John Wick: Chapter 4 (2023) Final Trailer – Keanu Reeves, Donnie Yen, Bill Skarsgård","JohnWick4 – Only in theaters & IMAX March 24. Starring Keanu Reeves, Donnie Yen, Bill Skarsgård, Laurence Fishburne, ...",https://i.ytimg.com/vi/yjRHZEUamCc/default.jpg,21416029
42,2Ib8yeFQ6gw,SILO Trailer (2023) Apple TV Sci-Fi Series 4K,"In a ruined and toxic future, a community exists in a giant underground silo that plunges hundreds of stories deep. There, men and ...",https://i.ytimg.com/vi/2Ib8yeFQ6gw/default.jpg,163498
43,DmVyZzFnokM,Haunted Mansion Teaser Trailer (2023),"Check out the official trailer for Haunted Mansion starring Rosario Dawson, Danny DeVito, and LaKeith Stanfield! ▻ Sign up for a ...",https://i.ytimg.com/vi/DmVyZzFnokM/default.jpg,82058
44,TDg0m2Q3H8c,MH370: The Plane That Disappeared | Official Trailer | Netflix,"On March 8th, 2014, Malaysia Airlines Flight 370 disappeared from radar. When the 239 people on board went missing, a global ...",https://i.ytimg.com/vi/TDg0m2Q3H8c/default.jpg,6652472
45,ES0yf3UOou4,The Flash – Trailer Ufficiale,"Warner Bros. Pictures presenta “The Flash”, diretto da Andy Muschietti (i film di “IT”, ""La Madre"") e interpretato da Ezra Miller, che ...",https://i.ytimg.com/vi/ES0yf3UOou4/default.jpg,3090376
46,YJXqvnT_rsk,THE POPE&#39;S EXORCIST – Official Trailer (HD),"Russell Crowe is #ThePopesExorcist. Inspired by the true story of Father Gabriele Amorth, Chief Exorcist of the Vatican, The ...",https://i.ytimg.com/vi/YJXqvnT_rsk/default.jpg,14426493
47,GKZZQy_QjKA,Love Is Blind Season 4 | Official Trailer | Netflix,"First comes love, then comes reality when Love is Blind Season 4 premieres on March 24th. Singles who want to be loved for who ...",https://i.ytimg.com/vi/GKZZQy_QjKA/default.jpg,49007
48,JqcncLPi9zw,Marvel Studios’ Guardians of the Galaxy Vol. 3 | New Trailer,"Get ready for one last ride. Watch the brand-new trailer for Marvel Studios' Guardians of the Galaxy Vol. 3, written and directed by ...",https://i.ytimg.com/vi/JqcncLPi9zw/default.jpg,11680095
49,8Zi6Iu2ks80,TO CATCH A KILLER Trailer (2023) Shailene Woodley,"TO CATCH A KILLER Trailer (2023) Shailene Woodley, Ben Mendelsohn, Ralph Ineson, Thriller Movie HD © 2023 - Vertical ...",https://i.ytimg.com/vi/8Zi6Iu2ks80/default.jpg,164933
