,vid,title,description,thumbnail,view_counts
23,mMd19Fc5tko,Antes de Juzgar -  Tóxica Religión | Apóstoles Del Rap Ft @DubbCmusic  (Video Oficial),Escúchala en Spotify https://open.spotify.com/track/5AbLtTXlEXZ1WU7BcbVh6M?si=1CqiwH9eTj-XyI7W1jdTxw Este es el Vídeo ...,https://i.ytimg.com/vi/mMd19Fc5tko/default.jpg,83969
24,ajBNJ7P4T7I,L7NNON - Metflix Remix part. MC Poze do Rodo | Me Espera,Ouça agora: http://papatunes.lnk.to/MeEspera Ficha Técnica: Direção - Cherry Rocha / João Dutra Direção de Fotografia- João ...,https://i.ytimg.com/vi/ajBNJ7P4T7I/default.jpg,416062
25,UeCFnKtoXCg,"Rap battle with XG 🎤  | #xg&#39;s Jurin, Harvey, Cocona &amp; Maya 🔥",These girls know how to rap! Go girls! Please leave lots of comments for the gals! :) Get the fastest updates on your ...,https://i.ytimg.com/vi/UeCFnKtoXCg/default.jpg,66448
26,_6Au0xCg3PI,Mozart vs Skrillex. Epic Rap Battles of History,Mozart and Skrillex combine in this episode of Epic Rap Battles Of History. Who won? You decide? Want to help ERB? Support us ...,https://i.ytimg.com/vi/_6Au0xCg3PI/default.jpg,106251365
27,I5LGqxvsEEw,DARK DEKU RAP | &quot;Leave Them Behind&quot; | Sensei Beats [My Hero Academia],Listen to us on other digital platforms! - Spotify: https://open.spotify.com/artist/4dnz4ENnj4DoIuyMIz4nms Apple Music: ...,https://i.ytimg.com/vi/I5LGqxvsEEw/default.jpg,25004
28,X52ZqE2lQBo,CHOO CHOO CHARLES RAP by JT Music - &quot;Honk if You&#39;re Hungry&quot;,"Stream/Download (Spotify, iTunes, etc) ▷ https://too.fm/14xqbar See JT Music Perform Live ▷ https://jtmch.co/3u0YKBe All our ...",https://i.ytimg.com/vi/X52ZqE2lQBo/default.jpg,2284928
29,Xyt1MOaYV78,Electric guitar + Rap = 👀. ‘DIP’ is out now. #shorts,,https://i.ytimg.com/vi/Xyt1MOaYV78/default.jpg,10579943
30,g9jV-_4A6uc,Q&amp;A Friday “Rap God” #anime #spyxfamily #anya #yorforger #naruto,,https://i.ytimg.com/vi/g9jV-_4A6uc/default.jpg,1650439
31,zXWZzme7qp8,#psicologia #saludmental #rap #canciones #aprender #terapia #depression #musica #canciones #letras,,https://i.ytimg.com/vi/zXWZzme7qp8/default.jpg,83746
32,rgnSj2hODmE,The Chicken Rap!,SUBSCRIBE TO Annoying Orange! ▸ http://bit.ly/AOSub SHIRTS and TOYS: http://annoyingorange.com AO GAMING ...,https://i.ytimg.com/vi/rgnSj2hODmE/default.jpg,12187
33,_yt8N0186t8,SO I MADE A DRILL REMIX OF “BEAUTIFUL DAY” ☀️ #rap #music #rushawn #rapper,,https://i.ytimg.com/vi/_yt8N0186t8/default.jpg,1747471
34,z4G44Frxkk4,Bandgang Javar - I Aint Gotta Rap ( Official Video ),Bandgang Javar - I Aint Gotta Rap Official Video - Bandman OUT NOW Follow On Instagram @ BGJavar @GlcFilms.,https://i.ytimg.com/vi/z4G44Frxkk4/default.jpg,24583
35,HyQEdKnVbqE,Have You Heard Magnus Carlsen&#39;s Rap?,PLAY CHESS NOW: https://www.chess.com/register?ref_id=70349336 ♟ UPGRADE YOUR CHESS.COM MEMBERSHIP: ...,https://i.ytimg.com/vi/HyQEdKnVbqE/default.jpg,50308
36,qedK7lxOH5A,Unrealised Rap Song by MC Stan #shorts #salmankhan #mcstan #biggboss #shivthakare #abdurozik #reels,Unrealised Rap Song by MC Stan #shorts #salmankhan #mcstan #biggboss #shivthakare #abdurozik #reels #rap #indianrappers ...,https://i.ytimg.com/vi/qedK7lxOH5A/default.jpg,1888360
37,Gk_XqWt3Rlo,P2 Dự đoán HLV Rap Việt mùa 3 #shorts,Facebook: https://www.facebook.com/BiMatUnderground #rapviet #bray #baochan #karik #wowy #suboi #binz #spacespeakers ...,https://i.ytimg.com/vi/Gk_XqWt3Rlo/default.jpg,16137
38,7Ui7KhnCC6s,SUN GOD LUFFY RAP | &quot;Drums of Liberation&quot; | TheManBeHisLa (One Piece),New rap every Month. Aiming to get better with each one. Hope you all enjoy. CREDITS: Vocals/Rapper Rapping- ...,https://i.ytimg.com/vi/7Ui7KhnCC6s/default.jpg,392533
39,vLF5YyTbSSQ,Red (Rainbow Friends) Vs. Banban (Garten of Banban) - Batalha de rap - batalha de games,Batalha de Vermelhos! Quem venceu essa batalha de rima??? O monstro Red do jogo Rainbow Friends ou o monstro Banban do ...,https://i.ytimg.com/vi/vLF5YyTbSSQ/default.jpg,120787
40,GGhNBn_XPS0,EPICA BATALLA DE RAP PROFESORA VS ALUMNA,"Holiii, si sos nuevo o nueva en el canal, te invito a que te suscribas y me sigas en mis redes sociales! Espero que te haya gustado ...",https://i.ytimg.com/vi/GGhNBn_XPS0/default.jpg,11033
41,9Huzn-i8X3k,OFFICIAL VIDEO | Gaddi rap  Krna key kam |ALIEN BAWA • PROD.BY IK BAAZ(Leaked version),Credits Written and performed:- Alien Bawa Music:- Ik Baaz Record + Mix master:- Ritik Bhardwaj Video :- Musafir hu awara ...,https://i.ytimg.com/vi/9Huzn-i8X3k/default.jpg,25594
42,T7jL0NJ98Nc,Wonder Woman vs Stevie Wonder. Epic Rap Battles of History,Wonder Woman and Stevie Wonder battle it out in this episode of Epic Rap Battles of History. Who won? You decide! Want to help ...,https://i.ytimg.com/vi/T7jL0NJ98Nc/default.jpg,34860250
43,k61bLRcGXSY,Jurassic World &quot;Raptor Rap&quot; - Official Lyric Video | Mattel Action!,Get to know our favorite dinosaur from Jurassic World and sing along to our favorite tunes about Blue! #JurassicWorld ...,https://i.ytimg.com/vi/k61bLRcGXSY/default.jpg,7052635
44,QKkNLRVNPkA,⏩RAP DE LADY NAGANT | LADY NAGANT RAP - BOKU NO HERO RAP 2023 (Prod. Shuka4Beats),"IMPORTANTE, LEER DESCRIPCIÓN!! Rap de Lady Nagant - Boku no hero academia Rap Hola Depredadores!! Hoy les traigo un ...",https://i.ytimg.com/vi/QKkNLRVNPkA/default.jpg,8475
45,fimXsRfKXnY,Black History (It&#39;s Yours) | Black History Month Rap Anthem | Animated Music Video,"Watch the animated music video for """"Black History (It's Yours)"""" - an original rap anthem that celebrates African-American icons ...",https://i.ytimg.com/vi/fimXsRfKXnY/default.jpg,966764
46,v1vXC-vKgKg,Thanos vs J Robert Oppenheimer. Epic Rap Battles of History,Epic Rap Battles Of History: Thanos vs J Robert Oppenheimer Listen to this track on multiple streaming platforms: ...,https://i.ytimg.com/vi/v1vXC-vKgKg/default.jpg,29289577
47,nY6McVtrR_w,House Music + Rap = 👀 ‘DROP’ is out now. #shorts,,https://i.ytimg.com/vi/nY6McVtrR_w/default.jpg,1698522
48,CeLrlmV9A-s,Hitler vs Vader 2.  Epic Rap Battles of History,Hitler vs Vader battle for a second time in this episode of Epic Rap Battles of History. Who won? You decide. Want to help ERB?,https://i.ytimg.com/vi/CeLrlmV9A-s/default.jpg,98133169
49,N_uOtAkEf6U,Michael Jordan vs Muhammad Ali. Epic Rap Battles of History,Sports icons Michael Jordan and Muhammad Ali face off in this episode of Epic Rap Battles of History. Who won? You decide?,https://i.ytimg.com/vi/N_uOtAkEf6U/default.jpg,59772158
