,vid,title,description,thumbnail,view_counts
34,8I8a5bMyCWM,Can France go back-to-back?🇫🇷🤔 #Rugby #FranceRugby #TheRugbyGuy #SixNations #SixNationsRugby,,https://i.ytimg.com/vi/8I8a5bMyCWM/default.jpg,2532
35,PhI0JiqGHAA,Las Cóndores selección chilena de rugby femenino | BCH,"Queremos reconocer a todas las mujeres que nos inspiran día a día, al igual que a Las Cóndores, nuestra selección chilena de ...",https://i.ytimg.com/vi/PhI0JiqGHAA/default.jpg,1221871
36,1EGGG64LM2s,"Rugby 22 - Launch Trailer | PS5, PS4","Take to the pitch and get ready for kick-off, Rugby 22 is out now!",https://i.ytimg.com/vi/1EGGG64LM2s/default.jpg,61874
37,3UdOyvFGL6k,Stunning Runs and Line Breaks - Rugby World Cup,"Witness some of the best line breaks and dazzling runs of the Rugby World Cup so far Players Involved: Israel Folau (Australia), ...",https://i.ytimg.com/vi/3UdOyvFGL6k/default.jpg,247406
38,yD6gcu5VMOA,Rebels v Hurricanes Highlights | Round 2 | Super Rugby Pacific 2023,"The Rebels host the Hurricanes in Round 2 of Super Rugby Pacific. Stan Sport is the Home of Rugby, UEFA Champions League, ...",https://i.ytimg.com/vi/yD6gcu5VMOA/default.jpg,7580
39,J0lccL6Qa64,HAKA goes METAL [All Blacks Rugby Team] [Ka Mate Remix],"New Zealand's iconic Rugby team perform ""Ka Mate"". Heavy Metal Remix Original Video: ...",https://i.ytimg.com/vi/J0lccL6Qa64/default.jpg,528043
40,INUodRUzlow,Revenge in rugby 🤯 #rugby #rugbymanual,,https://i.ytimg.com/vi/INUodRUzlow/default.jpg,3025
41,zPT7xi1nbH4,Can you pass off your left hand? #therugbytrainer #rugby #rugbypass #sixnations,,https://i.ytimg.com/vi/zPT7xi1nbH4/default.jpg,7383
42,mwjAuaMJD2Y,Rugby 22 | Launch Trailer,"It's time to take the pitch and get ready for contact in Rugby 22. With improved AI, difficulty modes, new licenses, tactical options ...",https://i.ytimg.com/vi/mwjAuaMJD2Y/default.jpg,17912
43,FlZUnX59gsM,5 Rugby Pass Mistakes,,https://i.ytimg.com/vi/FlZUnX59gsM/default.jpg,3076
44,uHdfTCsOK2w,The Future&#39;s Bright! | Top Tries From Finals Day | Premiership Rugby U18 League,Enjoy the top tries from last weeks Premiership Rugby U18 League finals day at Saracens' StoneX Stadium. Which try is your ...,https://i.ytimg.com/vi/uHdfTCsOK2w/default.jpg,2108
45,uSw2oizOABo,Should the NFL Ban “Rugby Scrum” Quarterback Sneaks? | The Rich Eisen Show,Rich Eisen Show guest host Suzy Shuster and the guys debate if the NFL should change the Push Rule that the Philadelphia ...,https://i.ytimg.com/vi/uSw2oizOABo/default.jpg,8271
46,aBmNNdd2mXU,An Animated History of Rugby Union,A brief animated history of Rugby Union Football and how the game came to be. Commission an infobyte ...,https://i.ytimg.com/vi/aBmNNdd2mXU/default.jpg,55586
47,wRsWjgudnJE,Top rugby schools from around the planet arrive in Thailand to see who is the best in the World,Top rugby sides from around the globe land in Thailand as they prepare for The World Schools Festival 2022. #wsf2022 --- Watch ...,https://i.ytimg.com/vi/wRsWjgudnJE/default.jpg,33643
48,f9gE3gW9L1U,Tonga v Samoa - An iconic Rugby League World Cup quarter final | RLWC2021 Cazoo Match Highlights,Subscribe to our channel: http://bit.ly/32m9OIT Follow RLWC2021 on Twitter: http://bit.ly/2pCQ06T Like RLWC2021 on Facebook: ...,https://i.ytimg.com/vi/f9gE3gW9L1U/default.jpg,335476
49,U_toddLSpng,Benetton Rugby v Munster | Instant Highlights | Round 13 | URC 2022/23,00:00:00 - Ruck by Alessandro Izekor 00:00:05 - Try Assist by Jacob Umaga 00:00:21 - Try by Ignacio Mendy 00:00:37 - Try Assist ...,https://i.ytimg.com/vi/U_toddLSpng/default.jpg,43093
